userid,college,status
jackquelineFrost6738,University of California-Santa Barbara,accepted
jackquelineFrost6738,Franklin and Marshall College,pending
jackquelineFrost6738,Mount Holyoke College,pending
jackquelineFrost6738,Samford University,accepted
jackquelineFrost6738,Florida Gulf Coast University,denied
jackquelineFrost6738,Drake University,accepted
jackquelineFrost6738,Clarkson University,pending
jackquelineFrost6738,Mississippi State University,pending
jackquelineFrost6738,Kalamazoo College,accepted
paulineToole5636,North Park University,accepted
paulineToole5636,The College of Wooster,accepted
paulineToole5636,University of Alabama at Birmingham,accepted
paulineToole5636,California State University-Monterey Bay,pending
paulineToole5636,Providence College,pending
paulineToole5636,Hendrix College,accepted
paulineToole5636,Temple University,pending
paulineToole5636,The University of Montana,accepted
paulineToole5636,Iona College,pending
paulineToole5636,Suffolk University,pending
paulineToole5636,Central Connecticut State University,wait-listed
paulineToole5636,Williams College,pending
agneseKeavy3864,University of Maine,accepted
agneseKeavy3864,Utah State University,accepted
agneseKeavy3864,Florida Gulf Coast University,pending
dannaMcGruter9890,Carnegie Mellon University,denied
dannaMcGruter9890,University of Maine,pending
dannaMcGruter9890,Lawrence Technological University,pending
dannaMcGruter9890,San Diego State University,denied
dannaMcGruter9890,Princeton University,denied
dannaMcGruter9890,Saint Louis University,pending
dannaMcGruter9890,Colorado College,pending
dannaMcGruter9890,Franklin and Marshall College,wait-listed
dannaMcGruter9890,Providence College,pending
dannaMcGruter9890,Siena College,pending
dannaMcGruter9890,Campbell University,pending
dannaMcGruter9890,Wagner College,accepted
dannaMcGruter9890,Berry College,pending
dannaMcGruter9890,University of Arkansas,accepted
dannaMcGruter9890,University of Kentucky,wait-listed
dannaMcGruter9890,University of Richmond,denied
yovonndaSoneson3630,University of California-Santa Cruz,denied
yovonndaSoneson3630,Samford University,accepted
yovonndaSoneson3630,Rochester Institute of Technology,pending
yovonndaSoneson3630,California State University-Monterey Bay,pending
yovonndaSoneson3630,Drake University,pending
yovonndaSoneson3630,Providence College,wait-listed
yovonndaSoneson3630,Saint Louis University,accepted
yovonndaSoneson3630,University of Alabama at Birmingham,pending
yovonndaSoneson3630,John Carroll University,accepted
yovonndaSoneson3630,Merrimack College,pending
yovonndaSoneson3630,Princeton University,pending
yovonndaSoneson3630,Texas Christian University,accepted
yovonndaSoneson3630,William Jewell College,denied
yovonndaSoneson3630,Illinois College,pending
yovonndaSoneson3630,Transylvania University,pending
yovonndaSoneson3630,The University of Alabama,pending
yovonndaSoneson3630,Indiana University-Bloomington,pending
yovonndaSoneson3630,University of Kentucky,accepted
yovonndaSoneson3630,Moravian College,accepted
camilaCrean1219,The College of Wooster,pending
camilaCrean1219,Moravian College,pending
camilaCrean1219,University of Illinois at Chicago,wait-listed
camilaCrean1219,The University of Montana,accepted
camilaCrean1219,The College of Saint Scholastica,accepted
camilaCrean1219,Washington & Jefferson College,pending
camilaCrean1219,University of Nevada-Las Vegas,pending
camilaCrean1219,University of California-Santa Barbara,denied
camilaCrean1219,Drexel University,accepted
camilaCrean1219,Illinois College,pending
camilaCrean1219,Rochester Institute of Technology,pending
camilaCrean1219,Manhattan College,pending
camilaCrean1219,New Jersey Institute of Technology,pending
camilaCrean1219,Gannon University,pending
camilaCrean1219,California State University-East Bay,pending
camilaCrean1219,Siena College,pending
camilaCrean1219,University of Delaware,pending
camilaCrean1219,Iona College,pending
camilaCrean1219,Stevenson University,accepted
belleElodie7484,University of Arkansas,pending
belleElodie7484,The University of Montana,accepted
belleElodie7484,Williams College,pending
belleElodie7484,Salve Regina University,pending
belleElodie7484,University of Kentucky,pending
belleElodie7484,University of California-Davis,denied
belleElodie7484,University of Nevada-Las Vegas,pending
belleElodie7484,Nova Southeastern University,pending
belleElodie7484,University of Houston,accepted
belleElodie7484,Texas Tech University,pending
belleElodie7484,Missouri University of Science and Technology,pending
belleElodie7484,Centre College,pending
belleElodie7484,Transylvania University,accepted
belleElodie7484,University of Maine,pending
belleElodie7484,Gordon College,accepted
belleElodie7484,The University of Alabama,pending
leonaTeodora4641,Moravian College,accepted
leonaTeodora4641,Westmont College,pending
leonaTeodora4641,Colgate University,denied
leonaTeodora4641,Manhattan College,accepted
leonaTeodora4641,Texas Christian University,pending
leonaTeodora4641,University of Maine,accepted
leonaTeodora4641,Rider University,accepted
leonaTeodora4641,Northwestern University,pending
leonaTeodora4641,Colorado College,pending
leonaTeodora4641,Gordon College,wait-listed
jobeyChilds7815,New York University,pending
jobeyChilds7815,University of Nevada-Reno,pending
jobeyChilds7815,University of Central Florida,denied
jobeyChilds7815,Smith College,pending
jobeyChilds7815,University of Kentucky,accepted
jobeyChilds7815,University of California-Santa Cruz,denied
jobeyChilds7815,The College of Saint Scholastica,pending
jobeyChilds7815,Westmont College,accepted
jobeyChilds7815,Iona College,accepted
jobeyChilds7815,University of Illinois at Chicago,accepted
jobeyChilds7815,John Carroll University,pending
jobeyChilds7815,Berry College,pending
jobeyChilds7815,Lawrence Technological University,accepted
wiloneZenia5500,Mount Holyoke College,denied
wiloneZenia5500,The University of Alabama,denied
wiloneZenia5500,School of the Art Institute of Chicago,accepted
wiloneZenia5500,The College of Saint Scholastica,wait-listed
wiloneZenia5500,Manhattan College,pending
wiloneZenia5500,University of Utah,pending
wiloneZenia5500,University of California-Santa Cruz,accepted
wiloneZenia5500,University of Arkansas,pending
wiloneZenia5500,Franklin and Marshall College,pending
wiloneZenia5500,Utah State University,accepted
wiloneZenia5500,John Carroll University,accepted
wiloneZenia5500,University of Massachusetts-Amherst,pending
wiloneZenia5500,North Park University,accepted
wiloneZenia5500,New Jersey Institute of Technology,accepted
wiloneZenia5500,Indiana University-Bloomington,accepted
wiloneZenia5500,Smith College,pending
wiloneZenia5500,University of Richmond,pending
deliaCollum8876,Mercer University,accepted
deliaCollum8876,Utah State University,accepted
deliaCollum8876,Mount Holyoke College,accepted
deliaCollum8876,Kalamazoo College,pending
deliaCollum8876,Transylvania University,pending
deliaCollum8876,Stony Brook University,pending
deliaCollum8876,Iona College,accepted
deliaCollum8876,Texas Tech University,accepted
deliaCollum8876,University of California-Santa Cruz,pending
deliaCollum8876,Wagner College,pending
deliaCollum8876,Hendrix College,pending
deliaCollum8876,St Bonaventure University,accepted
deliaCollum8876,Lawrence Technological University,pending
deliaCollum8876,Indiana University-Bloomington,accepted
deliaCollum8876,DePauw University,accepted
jacquetteBurnham8982,Vassar College,wait-listed
jacquetteBurnham8982,Franklin and Marshall College,denied
jacquetteBurnham8982,University of Massachusetts-Amherst,pending
jacquetteBurnham8982,Washington & Jefferson College,pending
rondaMarie-Ann8308,University of Nevada-Las Vegas,accepted
rondaMarie-Ann8308,The University of Alabama,pending
rondaMarie-Ann8308,DePaul University,pending
rondaMarie-Ann8308,Eastern Washington University,pending
rondaMarie-Ann8308,Kalamazoo College,denied
rondaMarie-Ann8308,University of Houston,denied
rondaMarie-Ann8308,University of San Diego,denied
rondaMarie-Ann8308,The University of Montana,accepted
rondaMarie-Ann8308,Central Connecticut State University,accepted
rondaMarie-Ann8308,University of Richmond,pending
rondaMarie-Ann8308,Iona College,accepted
rondaMarie-Ann8308,Idaho State University,accepted
rondaMarie-Ann8308,Manhattan College,wait-listed
rondaMarie-Ann8308,Gettysburg College,denied
tammiCoffee1710,University of Nevada-Las Vegas,pending
tammiCoffee1710,Westmont College,pending
allynTews6654,Colgate University,pending
allynTews6654,The University of Montana,pending
allynTews6654,University of Nevada-Las Vegas,pending
allynTews6654,Temple University,denied
allynTews6654,University of Nevada-Reno,accepted
allynTews6654,Northwestern University,pending
allynTews6654,Massachusetts Institute of Technology,pending
allynTews6654,Moravian College,accepted
allynTews6654,Kennesaw State University,accepted
allynTews6654,School of the Art Institute of Chicago,pending
allynTews6654,Gannon University,pending
allynTews6654,University of Central Florida,pending
allynTews6654,University of California-Davis,pending
madonnaAndra5970,Carnegie Mellon University,pending
madonnaAndra5970,Utah State University,wait-listed
madonnaAndra5970,California State University-Fresno,wait-listed
joeannTye5746,Franklin and Marshall College,pending
joeannTye5746,Massachusetts Institute of Technology,wait-listed
joeannTye5746,Vassar College,accepted
joeannTye5746,Missouri University of Science and Technology,pending
joeannTye5746,University of California-Santa Barbara,pending
joeannTye5746,Saint Louis University,accepted
ednaDarla3613,John Carroll University,pending
ednaDarla3613,University of Illinois at Chicago,accepted
ednaDarla3613,New Jersey Institute of Technology,wait-listed
ednaDarla3613,Moravian College,accepted
ednaDarla3613,Florida Gulf Coast University,wait-listed
ednaDarla3613,Lawrence Technological University,pending
ednaDarla3613,Franklin and Marshall College,denied
ednaDarla3613,University of Alabama at Birmingham,pending
ednaDarla3613,Carnegie Mellon University,pending
ednaDarla3613,Mount Holyoke College,pending
ednaDarla3613,Mississippi State University,pending
ednaDarla3613,Smith College,pending
ednaDarla3613,The College of Saint Scholastica,pending
ednaDarla3613,St Bonaventure University,accepted
ednaDarla3613,Drexel University,pending
ednaDarla3613,Merrimack College,pending
ednaDarla3613,Suffolk University,accepted
ednaDarla3613,University of Richmond,wait-listed
cleoFredi1508,Suffolk University,accepted
cleoFredi1508,Colgate University,pending
cleoFredi1508,Moravian College,accepted
cleoFredi1508,University of Kentucky,accepted
cleoFredi1508,Colorado College,denied
cleoFredi1508,University of San Diego,pending
cleoFredi1508,School of the Art Institute of Chicago,accepted
cleoFredi1508,Kennesaw State University,pending
tammyNorword7839,Eastern Illinois University,pending
tammyNorword7839,Vassar College,accepted
tammyNorword7839,Franklin and Marshall College,denied
tammyNorword7839,Centre College,pending
tammyNorword7839,Berry College,pending
tammyNorword7839,Princeton University,denied
tammyNorword7839,DePaul University,accepted
margaretNarcho831,Missouri University of Science and Technology,pending
margaretNarcho831,Florida Gulf Coast University,denied
margaretNarcho831,University of Delaware,pending
margaretNarcho831,University of Arkansas,denied
margaretNarcho831,Mercer University,denied
margaretNarcho831,Saint Louis University,accepted
margaretNarcho831,Rochester Institute of Technology,pending
margaretNarcho831,SUNY College of Environmental Science and Forestry,pending
margaretNarcho831,Manhattan College,pending
margaretNarcho831,Samford University,accepted
margaretNarcho831,San Diego State University,pending
margaretNarcho831,Central Connecticut State University,pending
margaretNarcho831,The College of Wooster,denied
margaretNarcho831,The University of Alabama,denied
margaretNarcho831,Rider University,wait-listed
margaretNarcho831,Carnegie Mellon University,pending
